"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","lowH_score","highH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score_block1","block_num","seq_file","trial_seq_info","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","1269","979087","0.0-4.0-8.0-1.0-1.21","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1270","979595","0.0-4.0-8.0-1.0-2.21","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1271","979911","0.0-4.0-8.0-1.0-0.22","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","314","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","22","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1272","980217","0.0-4.0-8.0-1.0-1.22","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1273","980719","0.0-4.0-8.0-1.0-2.22","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1274","980918","0.0-4.0-8.0-1.0-0.23","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","198","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","23","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1275","981227","0.0-4.0-8.0-1.0-1.23","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1276","981738","0.0-4.0-8.0-1.0-2.23","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1277","981906","0.0-4.0-8.0-1.0-0.24","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","168","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","24","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1278","982208","0.0-4.0-8.0-1.0-1.24","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1279","982711","0.0-4.0-8.0-1.0-2.24","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1280","982971","0.0-4.0-8.0-1.0-0.25","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","258","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","25","2","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1281","983279","0.0-4.0-8.0-1.0-1.25","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1282","983793","0.0-4.0-8.0-1.0-2.25","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1283","984034","0.0-4.0-8.0-1.0-0.26","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","240","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","26","1","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1284","984343","0.0-4.0-8.0-1.0-1.26","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1285","984850","0.0-4.0-8.0-1.0-2.26","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1286","985030","0.0-4.0-8.0-1.0-0.27","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","179","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","27","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1287","985335","0.0-4.0-8.0-1.0-1.27","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1288","985843","0.0-4.0-8.0-1.0-2.27","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1289","985965","0.0-4.0-8.0-1.0-0.28","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","121","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","28","2","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1290","986272","0.0-4.0-8.0-1.0-1.28","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1291","986776","0.0-4.0-8.0-1.0-2.28","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1292","986925","0.0-4.0-8.0-1.0-0.29","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","148","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","29","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1293","987234","0.0-4.0-8.0-1.0-1.29","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1294","987743","0.0-4.0-8.0-1.0-2.29","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1295","987916","0.0-4.0-8.0-1.0-0.30","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","172","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","30","2","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1296","988218","0.0-4.0-8.0-1.0-1.30","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1297","988727","0.0-4.0-8.0-1.0-2.30","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1298","988956","0.0-4.0-8.0-1.0-0.31","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","228","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","31","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1299","989263","0.0-4.0-8.0-1.0-1.31","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1300","989766","0.0-4.0-8.0-1.0-2.31","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1301","989936","0.0-4.0-8.0-1.0-0.32","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","164","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","32","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1302","990243","0.0-4.0-8.0-1.0-1.32","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1303","990755","0.0-4.0-8.0-1.0-2.32","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1304","990917","0.0-4.0-8.0-1.0-0.33","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","161","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","33","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1305","991226","0.0-4.0-8.0-1.0-1.33","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1306","991735","0.0-4.0-8.0-1.0-2.33","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1307","991884","0.0-4.0-8.0-1.0-0.34","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","147","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","34","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1308","992192","0.0-4.0-8.0-1.0-1.34","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1309","992695","0.0-4.0-8.0-1.0-2.34","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1310","992803","0.0-4.0-8.0-1.0-0.35","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","107","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","35","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1311","993111","0.0-4.0-8.0-1.0-1.35","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1312","993619","0.0-4.0-8.0-1.0-2.35","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1313","993658","0.0-4.0-8.0-1.0-0.36","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","38","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","36","2","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1314","993970","0.0-4.0-8.0-1.0-1.36","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1315","994482","0.0-4.0-8.0-1.0-2.36","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1316","994512","0.0-4.0-8.0-1.0-0.37","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","30","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","37","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1317","994816","0.0-4.0-8.0-1.0-1.37","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1318","995319","0.0-4.0-8.0-1.0-2.37","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1319","995351","0.0-4.0-8.0-1.0-0.38","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","31","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","38","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1320","995658","0.0-4.0-8.0-1.0-1.38","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1321","996166","0.0-4.0-8.0-1.0-2.38","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1322","997075","0.0-4.0-8.0-1.0-0.39","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","908","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","39","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1323","997386","0.0-4.0-8.0-1.0-1.39","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1324","997899","0.0-4.0-8.0-1.0-2.39","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1325","998539","0.0-4.0-8.0-1.0-0.40","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","639","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","40","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1326","998851","0.0-4.0-8.0-1.0-1.40","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1327","999360","0.0-4.0-8.0-1.0-2.40","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1328","999516","0.0-4.0-8.0-1.0-0.41","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","155","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","41","1","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1329","999826","0.0-4.0-8.0-1.0-1.41","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1330","1000335","0.0-4.0-8.0-1.0-2.41","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1331","1000515","0.0-4.0-8.0-1.0-0.42","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","179","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","42","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1332","1000825","0.0-4.0-8.0-1.0-1.42","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1333","1001327","0.0-4.0-8.0-1.0-2.42","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1334","1001461","0.0-4.0-8.0-1.0-0.43","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","133","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","43","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1335","1001768","0.0-4.0-8.0-1.0-1.43","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1336","1002275","0.0-4.0-8.0-1.0-2.43","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1337","1002374","0.0-4.0-8.0-1.0-0.44","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","91","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","44","2","1","1","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1338","1002679","0.0-4.0-8.0-1.0-1.44","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1339","1003184","0.0-4.0-8.0-1.0-2.44","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1340","1003298","0.0-4.0-8.0-1.0-0.45","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","113","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","45","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1341","1003611","0.0-4.0-8.0-1.0-1.45","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1342","1004121","0.0-4.0-8.0-1.0-2.45","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1343","1004265","0.0-4.0-8.0-1.0-0.46","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","143","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","46","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1344","1004576","0.0-4.0-8.0-1.0-1.46","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1345","1005081","0.0-4.0-8.0-1.0-2.46","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1346","1005162","0.0-4.0-8.0-1.0-0.47","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","79","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","47","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1347","1005472","0.0-4.0-8.0-1.0-1.47","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1348","1005976","0.0-4.0-8.0-1.0-2.47","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1349","1006100","0.0-4.0-8.0-1.0-0.48","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","123","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","48","2","2","1","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1350","1006408","0.0-4.0-8.0-1.0-1.48","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1351","1006911","0.0-4.0-8.0-1.0-2.48","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1352","1008330","0.0-4.0-8.0-1.0-0.49","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","1419","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","49","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1353","1008643","0.0-4.0-8.0-1.0-1.49","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1354","1009151","0.0-4.0-8.0-1.0-2.49","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1355","1011840","0.0-4.0-8.0-1.0-0.50","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","2689","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","50","2","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1356","1012143","0.0-4.0-8.0-1.0-1.50","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1357","1012650","0.0-4.0-8.0-1.0-2.50","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1358","1013219","0.0-4.0-8.0-1.0-0.51","5e127002fa3d108e61b09a99","63690f60c96a0a9a64b48fbc","6369156a200954e2d931dfde","567","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","51","1","1","1","2","false","","","","","","","","","","","","","","","","",""
