"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","highH_score","lowH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score","total_bonus"
"image-keyboard-response","909","1226159","0.0-4.0-6.0-1.0-0.277","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","244","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","277","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","910","1226464","0.0-4.0-6.0-1.0-1.277","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","911","1226968","0.0-4.0-6.0-1.0-2.277","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","912","1227037","0.0-4.0-6.0-1.0-0.278","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","65","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","278","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","913","1227341","0.0-4.0-6.0-1.0-1.278","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","914","1227845","0.0-4.0-6.0-1.0-2.278","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","915","1228302","0.0-4.0-6.0-1.0-0.279","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","453","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","279","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","916","1228606","0.0-4.0-6.0-1.0-1.279","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","917","1229111","0.0-4.0-6.0-1.0-2.279","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","918","1229342","0.0-4.0-6.0-1.0-0.280","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","226","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","280","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","919","1229647","0.0-4.0-6.0-1.0-1.280","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","920","1230152","0.0-4.0-6.0-1.0-2.280","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","921","1230398","0.0-4.0-6.0-1.0-0.281","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","242","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","281","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","922","1230702","0.0-4.0-6.0-1.0-1.281","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","923","1231207","0.0-4.0-6.0-1.0-2.281","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","924","1231293","0.0-4.0-6.0-1.0-0.282","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","82","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","282","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","925","1231598","0.0-4.0-6.0-1.0-1.282","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","926","1232103","0.0-4.0-6.0-1.0-2.282","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","927","1232253","0.0-4.0-6.0-1.0-0.283","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","147","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","283","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","928","1232557","0.0-4.0-6.0-1.0-1.283","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","929","1233101","0.0-4.0-6.0-1.0-2.283","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","930","1233198","0.0-4.0-6.0-1.0-0.284","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","93","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","284","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","931","1233502","0.0-4.0-6.0-1.0-1.284","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","932","1234014","0.0-4.0-6.0-1.0-2.284","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","933","1234029","0.0-4.0-6.0-1.0-0.285","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","11","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","285","2","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","934","1234335","0.0-4.0-6.0-1.0-1.285","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","935","1234840","0.0-4.0-6.0-1.0-2.285","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","936","1234910","0.0-4.0-6.0-1.0-0.286","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","66","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","286","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","937","1235215","0.0-4.0-6.0-1.0-1.286","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","938","1235719","0.0-4.0-6.0-1.0-2.286","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","939","1235741","0.0-4.0-6.0-1.0-0.287","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","18","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","287","2","2","2","2","true","","","","","","","","","","","",""
"image-keyboard-response","940","1236046","0.0-4.0-6.0-1.0-1.287","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","941","1236550","0.0-4.0-6.0-1.0-2.287","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","942","1236608","0.0-4.0-6.0-1.0-0.288","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","288","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","943","1236913","0.0-4.0-6.0-1.0-1.288","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","944","1237418","0.0-4.0-6.0-1.0-2.288","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","945","1238477","0.0-4.0-6.0-1.0-0.289","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1055","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","289","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","946","1238781","0.0-4.0-6.0-1.0-1.289","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","947","1239286","0.0-4.0-6.0-1.0-2.289","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","948","1239614","0.0-4.0-6.0-1.0-0.290","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","324","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","290","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","949","1239918","0.0-4.0-6.0-1.0-1.290","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","950","1240423","0.0-4.0-6.0-1.0-2.290","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","951","1240717","0.0-4.0-6.0-1.0-0.291","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","290","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","291","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","952","1241021","0.0-4.0-6.0-1.0-1.291","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","953","1241526","0.0-4.0-6.0-1.0-2.291","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","954","1242062","0.0-4.0-6.0-1.0-0.292","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","531","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","292","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","955","1242367","0.0-4.0-6.0-1.0-1.292","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","956","1242871","0.0-4.0-6.0-1.0-2.292","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","957","1243038","0.0-4.0-6.0-1.0-0.293","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","163","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","293","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","958","1243343","0.0-4.0-6.0-1.0-1.293","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","959","1243848","0.0-4.0-6.0-1.0-2.293","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","960","1243853","0.0-4.0-6.0-1.0-0.294","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","294","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","961","1244158","0.0-4.0-6.0-1.0-1.294","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","962","1244700","0.0-4.0-6.0-1.0-2.294","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","963","1245566","0.0-4.0-6.0-1.0-0.295","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","861","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","295","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","964","1245871","0.0-4.0-6.0-1.0-1.295","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","965","1246375","0.0-4.0-6.0-1.0-2.295","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","966","1247022","0.0-4.0-6.0-1.0-0.296","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","643","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","296","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","967","1247327","0.0-4.0-6.0-1.0-1.296","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","968","1247832","0.0-4.0-6.0-1.0-2.296","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","969","1248478","0.0-4.0-6.0-1.0-0.297","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","642","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","297","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","970","1248783","0.0-4.0-6.0-1.0-1.297","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","971","1249288","0.0-4.0-6.0-1.0-2.297","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","972","1249310","0.0-4.0-6.0-1.0-0.298","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","19","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","298","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","973","1249615","0.0-4.0-6.0-1.0-1.298","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","974","1250164","0.0-4.0-6.0-1.0-2.298","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","975","1250638","0.0-4.0-6.0-1.0-0.299","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","469","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","299","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","976","1250942","0.0-4.0-6.0-1.0-1.299","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","977","1251448","0.0-4.0-6.0-1.0-2.299","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","978","1251775","0.0-4.0-6.0-1.0-0.300","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","323","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","300","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","979","1252079","0.0-4.0-6.0-1.0-1.300","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","980","1252585","0.0-4.0-6.0-1.0-2.300","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","981","1253325","0.0-4.0-6.0-1.0-0.301","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","737","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","301","2","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","982","1253629","0.0-4.0-6.0-1.0-1.301","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","983","1254134","0.0-4.0-6.0-1.0-2.301","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","984","1254781","0.0-4.0-6.0-1.0-0.302","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","643","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","302","1","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","985","1255086","0.0-4.0-6.0-1.0-1.302","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","986","1255591","0.0-4.0-6.0-1.0-2.302","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","987","1259519","0.0-4.0-6.0-1.0-0.303","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","3924","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","303","2","2","2","2","true","","","","","","","","","","","",""
"image-keyboard-response","988","1259824","0.0-4.0-6.0-1.0-1.303","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","989","1260329","0.0-4.0-6.0-1.0-2.303","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","990","1261198","0.0-4.0-6.0-1.0-0.304","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","866","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","304","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","991","1261503","0.0-4.0-6.0-1.0-1.304","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","992","1262008","0.0-4.0-6.0-1.0-2.304","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","993","1262414","0.0-4.0-6.0-1.0-0.305","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","402","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","305","2","2","1","2","true","","","","","","","","","","","",""
"image-keyboard-response","994","1262718","0.0-4.0-6.0-1.0-1.305","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","995","1263223","0.0-4.0-6.0-1.0-2.305","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","996","1263566","0.0-4.0-6.0-1.0-0.306","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","339","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","306","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","997","1263871","0.0-4.0-6.0-1.0-1.306","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","998","1264413","0.0-4.0-6.0-1.0-2.306","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","999","1265853","0.0-4.0-6.0-1.0-0.307","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1437","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","307","2","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","1000","1266158","0.0-4.0-6.0-1.0-1.307","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1001","1266663","0.0-4.0-6.0-1.0-2.307","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1002","1266909","0.0-4.0-6.0-1.0-0.308","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","243","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","308","1","1","2","2","false","","","","","","","","","","","",""
